year,category,winner,entity
1956,SPECIAL EFFECTS,TRUE,The Ten Commandments
1956,WRITING (Motion Picture Story),TRUE,The Brave One
1956,WRITING (Motion Picture Story),FALSE,The Eddy Duchin Story
1956,WRITING (Motion Picture Story),FALSE,High Society
1956,WRITING (Motion Picture Story),FALSE,The Proud and the Beautiful
1956,WRITING (Motion Picture Story),FALSE,Umberto D.
1956,WRITING (Screenplay--Adapted),TRUE,Around the World in 80 Days
1956,WRITING (Screenplay--Adapted),FALSE,Baby Doll
1956,WRITING (Screenplay--Adapted),FALSE,Friendly Persuasion
1956,WRITING (Screenplay--Adapted),FALSE,Giant
1956,WRITING (Screenplay--Adapted),FALSE,Lust for Life
1956,WRITING (Screenplay--Original),FALSE,The Bold and the Brave
1956,WRITING (Screenplay--Original),FALSE,Julie
1956,WRITING (Screenplay--Original),FALSE,La Strada
1956,WRITING (Screenplay--Original),FALSE,The Ladykillers
1956,WRITING (Screenplay--Original),TRUE,The Red Balloon
1956,JEAN HERSHOLT HUMANITARIAN AWARD,TRUE,Y. Frank Freeman
1956,HONORARY AWARD,TRUE,To Eddie Cantor for distinguished service to the film industry.
1956,IRVING G. THALBERG MEMORIAL AWARD,TRUE,Buddy Adler
1956,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,"To RICHARD H. RANGER of Rangertone, Inc., for the development of a synchronous recording and reproducing system for quarter-inch magnetic tape."
1956,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,"To TED HIRSCH, CARL HAUGE and EDWARD REICHARD of Consolidated Film Industries for an automatic scene counter for laboratory projection rooms."
1956,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To the TECHNICAL DEPARTMENTS OF PARAMOUNT PICTURES CORP. for the engineering and development of the Paramount light-weight horizontal-movement VistaVision camera.
1956,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,"To ROY C. STEWART AND SONS of Stewart-Trans Lux Corp., DR. C.R. DAILY and the TRANSPARENCY DEPARTMENT OF PARAMOUNT PICTURES CORP. for the engineering and development of the HiTrans and Para-HiTrans rear projection screens."
1956,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To the CONSTRUCTION DEPARTMENT OF METRO-GOLDWYN-MAYER STUDIO for a new hand-portable fog machine.
1956,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,"To DANIEL J. BLOOMBERG, JOHN POND, WILLIAM WADE and the ENGINEERING AND CAMERA DEPARTMENTS OF REPUBLIC STUDIO for the Naturama adaptation to the Mitchell camera."
1957,ACTOR,FALSE,Marlon Brando
1957,ACTOR,FALSE,Anthony Franciosa
1957,ACTOR,TRUE,Alec Guinness
1957,ACTOR,FALSE,Charles Laughton
1957,ACTOR,FALSE,Anthony Quinn
1957,ACTOR IN A SUPPORTING ROLE,TRUE,Red Buttons
1957,ACTOR IN A SUPPORTING ROLE,FALSE,Vittorio De Sica
1957,ACTOR IN A SUPPORTING ROLE,FALSE,Sessue Hayakawa
1957,ACTOR IN A SUPPORTING ROLE,FALSE,Arthur Kennedy
1957,ACTOR IN A SUPPORTING ROLE,FALSE,Russ Tamblyn
1957,ACTRESS,FALSE,Deborah Kerr
1957,ACTRESS,FALSE,Anna Magnani
1957,ACTRESS,FALSE,Elizabeth Taylor
1957,ACTRESS,FALSE,Lana Turner
1957,ACTRESS,TRUE,Joanne Woodward
1957,ACTRESS IN A SUPPORTING ROLE,FALSE,Carolyn Jones
1957,ACTRESS IN A SUPPORTING ROLE,FALSE,Elsa Lanchester
1957,ACTRESS IN A SUPPORTING ROLE,FALSE,Hope Lange
1957,ACTRESS IN A SUPPORTING ROLE,TRUE,Miyoshi Umeki
1957,ACTRESS IN A SUPPORTING ROLE,FALSE,Diane Varsi
1957,ART DIRECTION,FALSE,Funny Face
1957,ART DIRECTION,FALSE,Les Girls
1957,ART DIRECTION,FALSE,Pal Joey
1957,ART DIRECTION,FALSE,Raintree County
1957,ART DIRECTION,TRUE,Sayonara
1957,CINEMATOGRAPHY,FALSE,An Affair to Remember
1957,CINEMATOGRAPHY,TRUE,The Bridge on the River Kwai
1957,CINEMATOGRAPHY,FALSE,Funny Face
1957,CINEMATOGRAPHY,FALSE,Peyton Place
1957,CINEMATOGRAPHY,FALSE,Sayonara
1957,COSTUME DESIGN,FALSE,An Affair to Remember
1957,COSTUME DESIGN,FALSE,Funny Face
1957,COSTUME DESIGN,TRUE,Les Girls
1957,COSTUME DESIGN,FALSE,Pal Joey
1957,COSTUME DESIGN,FALSE,Raintree County
1957,DIRECTING,TRUE,The Bridge on the River Kwai
1957,DIRECTING,FALSE,Peyton Place
1957,DIRECTING,FALSE,Sayonara
1957,DIRECTING,FALSE,12 Angry Men
1957,DIRECTING,FALSE,Witness for the Prosecution
1957,DOCUMENTARY (Feature),TRUE,Albert Schweitzer
1957,DOCUMENTARY (Feature),FALSE,On the Bowery
1957,DOCUMENTARY (Feature),FALSE,Torero!
1957,FILM EDITING,TRUE,The Bridge on the River Kwai
1957,FILM EDITING,FALSE,Gunfight at the O.K. Corral
1957,FILM EDITING,FALSE,Pal Joey
1957,FILM EDITING,FALSE,Sayonara
1957,FILM EDITING,FALSE,Witness for the Prosecution
1957,FOREIGN LANGUAGE FILM,FALSE,The Devil Came at Night
1957,FOREIGN LANGUAGE FILM,FALSE,Gates of Paris
1957,FOREIGN LANGUAGE FILM,FALSE,Mother India
1957,FOREIGN LANGUAGE FILM,TRUE,The Nights of Cabiria
1957,FOREIGN LANGUAGE FILM,FALSE,Nine Lives
1957,MUSIC (Scoring),FALSE,An Affair to Remember
1957,MUSIC (Scoring),FALSE,Boy on a Dolphin
1957,MUSIC (Scoring),TRUE,The Bridge on the River Kwai
1957,MUSIC (Scoring),FALSE,Perri
1957,MUSIC (Scoring),FALSE,Raintree County
1957,MUSIC (Song),FALSE,An Affair to Remember
1957,MUSIC (Song),TRUE,The Joker Is Wild
1957,MUSIC (Song),FALSE,April Love
1957,MUSIC (Song),FALSE,Tammy and the Bachelor
1957,MUSIC (Song),FALSE,Wild Is the Wind
1957,BEST MOTION PICTURE,TRUE,The Bridge on the River Kwai
1957,BEST MOTION PICTURE,FALSE,Peyton Place
1957,BEST MOTION PICTURE,FALSE,Sayonara
1957,BEST MOTION PICTURE,FALSE,12 Angry Men
1957,BEST MOTION PICTURE,FALSE,Witness for the Prosecution
1957,SHORT SUBJECT (Cartoon),TRUE,Birds Anonymous
1957,SHORT SUBJECT (Cartoon),FALSE,One Droopy Knight
1957,SHORT SUBJECT (Cartoon),FALSE,Tabasco Road
1957,SHORT SUBJECT (Cartoon),FALSE,Trees and Jamaica Daddy
1957,SHORT SUBJECT (Cartoon),FALSE,The Truth about Mother Goose
1957,SHORT SUBJECT (Live Action),FALSE,A Chairy Tale
1957,SHORT SUBJECT (Live Action),FALSE,City of Gold
1957,SHORT SUBJECT (Live Action),FALSE,Foothold on Antarctica
1957,SHORT SUBJECT (Live Action),FALSE,Portugal
1957,SHORT SUBJECT (Live Action),TRUE,The Wetback Hound
1957,SOUND RECORDING,FALSE,Gunfight at the O.K. Corral
1957,SOUND RECORDING,FALSE,Les Girls
1957,SOUND RECORDING,FALSE,Pal Joey
1957,SOUND RECORDING,TRUE,Sayonara
1957,SOUND RECORDING,FALSE,Witness for the Prosecution
1957,SPECIAL EFFECTS,TRUE,The Enemy Below
1957,SPECIAL EFFECTS,FALSE,The Spirit of St. Louis
1957,WRITING (Screenplay--based on material from another medium),TRUE,The Bridge on the River Kwai
1957,WRITING (Screenplay--based on material from another medium),FALSE,"Heaven Knows, Mr. Allison"
1957,WRITING (Screenplay--based on material from another medium),FALSE,Peyton Place
1957,WRITING (Screenplay--based on material from another medium),FALSE,Sayonara
1957,WRITING (Screenplay--based on material from another medium),FALSE,12 Angry Men
1957,WRITING (Story and Screenplay--written directly for the screen),TRUE,Designing Woman
1957,WRITING (Story and Screenplay--written directly for the screen),FALSE,Funny Face
1957,WRITING (Story and Screenplay--written directly for the screen),FALSE,Man of a Thousand Faces
1957,WRITING (Story and Screenplay--written directly for the screen),FALSE,The Tin Star
1957,WRITING (Story and Screenplay--written directly for the screen),FALSE,Vitelloni
1957,JEAN HERSHOLT HUMANITARIAN AWARD,TRUE,Samuel Goldwyn
1957,HONORARY AWARD,TRUE,To Charles Brackett for outstanding service to the Academy.
1957,HONORARY AWARD,TRUE,To B.B. Kahane for distinguished service to the motion picture industry.
1957,HONORARY AWARD,TRUE,"To Gilbert M. (""Broncho Billy"") Anderson, motion picture pioneer, for his contributions to the development of motion pictures as entertainment."
1957,HONORARY AWARD,TRUE,To The Society of Motion Picture and Television Engineers for their contributions to the advancement of the motion picture industry.
1957,SCIENTIFIC OR TECHNICAL AWARD (Class I),TRUE,To the TODD-AO CORP. and WESTREX CORP. for developing a method of producing and exhibiting wide-film motion pictures known as the Todd-AO System.
1957,SCIENTIFIC OR TECHNICAL AWARD (Class I),TRUE,To THE MOTION PICTURE RESEARCH COUNCIL for the design and development of a high efficiency projection screen for drive-in theatres.
1957,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,To the SOCIÃ‰TÃ‰ D'OPTIQUE ET DE MECANIQUE DE HAUTE PRECISION for the development of a high speed vari-focal photographic lens.
1957,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,"To HARLAN L. BAUMBACH, LORAND WARGO, HOWARD M. LITTLE and the UNICORN ENGINEERING CORP. for the development of an Automatic Printer Light Selector."
1957,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,"To CHARLES E. SUTTER, WILLIAM B. SMITH, PARAMOUNT PICTURES CORP. and GENERAL CABLE CORP. for the engineering and application to studio use of aluminum lightweight electrical cable and connectors."
1958,ACTOR,FALSE,Tony Curtis
1958,ACTOR,FALSE,Paul Newman
1958,ACTOR,TRUE,David Niven
1958,ACTOR,FALSE,Sidney Poitier
1958,ACTOR,FALSE,Spencer Tracy
1958,ACTOR IN A SUPPORTING ROLE,FALSE,Theodore Bikel
1958,ACTOR IN A SUPPORTING ROLE,FALSE,Lee J. Cobb
1958,ACTOR IN A SUPPORTING ROLE,TRUE,Burl Ives
1958,ACTOR IN A SUPPORTING ROLE,FALSE,Arthur Kennedy
1958,ACTOR IN A SUPPORTING ROLE,FALSE,Gig Young
1958,ACTRESS,TRUE,Susan Hayward
1958,ACTRESS,FALSE,Deborah Kerr
1958,ACTRESS,FALSE,Shirley MacLaine
1958,ACTRESS,FALSE,Rosalind Russell
1958,ACTRESS,FALSE,Elizabeth Taylor
1958,ACTRESS IN A SUPPORTING ROLE,FALSE,Peggy Cass
1958,ACTRESS IN A SUPPORTING ROLE,TRUE,Wendy Hiller
1958,ACTRESS IN A SUPPORTING ROLE,FALSE,Martha Hyer
1958,ACTRESS IN A SUPPORTING ROLE,FALSE,Maureen Stapleton
1958,ACTRESS IN A SUPPORTING ROLE,FALSE,Cara Williams
1958,ART DIRECTION,FALSE,Auntie Mame
1958,ART DIRECTION,FALSE,"Bell, Book and Candle"
1958,ART DIRECTION,FALSE,A Certain Smile
1958,ART DIRECTION,TRUE,Gigi
1958,ART DIRECTION,FALSE,Vertigo
1958,CINEMATOGRAPHY (Black-and-White),TRUE,The Defiant Ones
1958,CINEMATOGRAPHY (Black-and-White),FALSE,Desire under the Elms
1958,CINEMATOGRAPHY (Black-and-White),FALSE,I Want to Live!
1958,CINEMATOGRAPHY (Black-and-White),FALSE,Separate Tables
1958,CINEMATOGRAPHY (Black-and-White),FALSE,The Young Lions
1958,CINEMATOGRAPHY (Color),FALSE,Auntie Mame
1958,CINEMATOGRAPHY (Color),FALSE,Cat on a Hot Tin Roof
1958,CINEMATOGRAPHY (Color),TRUE,Gigi
1958,CINEMATOGRAPHY (Color),FALSE,The Old Man and the Sea
1958,CINEMATOGRAPHY (Color),FALSE,South Pacific
1958,COSTUME DESIGN,FALSE,"Bell, Book and Candle"
1958,COSTUME DESIGN,FALSE,The Buccaneer
1958,COSTUME DESIGN,FALSE,A Certain Smile
1958,COSTUME DESIGN,TRUE,Gigi
1958,COSTUME DESIGN,FALSE,Some Came Running
1958,DIRECTING,FALSE,Cat on a Hot Tin Roof
1958,DIRECTING,FALSE,The Defiant Ones
1958,DIRECTING,TRUE,Gigi
1958,DIRECTING,FALSE,I Want to Live!
1958,DIRECTING,FALSE,The Inn of the Sixth Happiness
1958,DOCUMENTARY (Feature),FALSE,Antarctic Crossing
1958,DOCUMENTARY (Feature),FALSE,The Hidden World
1958,DOCUMENTARY (Feature),FALSE,Psychiatric Nursing
1958,DOCUMENTARY (Feature),TRUE,White Wilderness
1958,DOCUMENTARY (Short Subject),TRUE,Ama Girls
1958,DOCUMENTARY (Short Subject),FALSE,Employees Only
1958,DOCUMENTARY (Short Subject),FALSE,Journey into Spring
1958,DOCUMENTARY (Short Subject),FALSE,The Living Stone
1958,DOCUMENTARY (Short Subject),FALSE,Overture
1958,FILM EDITING,FALSE,Auntie Mame
1958,FILM EDITING,FALSE,Cowboy
1958,FILM EDITING,FALSE,The Defiant Ones
1958,FILM EDITING,TRUE,Gigi
1958,FILM EDITING,FALSE,I Want to Live!
1958,FOREIGN LANGUAGE FILM,FALSE,Arms and the Man
1958,FOREIGN LANGUAGE FILM,FALSE,La Venganza
1958,FOREIGN LANGUAGE FILM,TRUE,My Uncle
1958,FOREIGN LANGUAGE FILM,FALSE,The Road a Year Long
1958,FOREIGN LANGUAGE FILM,FALSE,The Usual Unidentified Thieves
1958,MUSIC (Music Score of a Dramatic or Comedy Picture),FALSE,The Big Country
1958,MUSIC (Music Score of a Dramatic or Comedy Picture),TRUE,The Old Man and the Sea
1958,MUSIC (Music Score of a Dramatic or Comedy Picture),FALSE,Separate Tables
1958,MUSIC (Music Score of a Dramatic or Comedy Picture),FALSE,White Wilderness
1958,MUSIC (Music Score of a Dramatic or Comedy Picture),FALSE,The Young Lions
1958,MUSIC (Scoring of a Musical Picture),FALSE,The Bolshoi Ballet
1958,MUSIC (Scoring of a Musical Picture),FALSE,Damn Yankees
1958,MUSIC (Scoring of a Musical Picture),TRUE,Gigi
1958,MUSIC (Scoring of a Musical Picture),FALSE,Mardi Gras
1958,MUSIC (Scoring of a Musical Picture),FALSE,South Pacific
1958,MUSIC (Song),FALSE,Houseboat
1958,MUSIC (Song),FALSE,A Certain Smile
1958,MUSIC (Song),TRUE,Gigi
1958,MUSIC (Song),FALSE,Some Came Running
1958,MUSIC (Song),FALSE,Marjorie Morningstar
1958,BEST MOTION PICTURE,FALSE,Auntie Mame
1958,BEST MOTION PICTURE,FALSE,Cat on a Hot Tin Roof
1958,BEST MOTION PICTURE,FALSE,The Defiant Ones
1958,BEST MOTION PICTURE,TRUE,Gigi
1958,BEST MOTION PICTURE,FALSE,Separate Tables
1958,SHORT SUBJECT (Cartoon),TRUE,Knighty Knight Bugs
1958,SHORT SUBJECT (Cartoon),FALSE,Paul Bunyan
1958,SHORT SUBJECT (Cartoon),FALSE,Sidney's Family Tree
1958,SHORT SUBJECT (Live Action),TRUE,Grand Canyon
1958,SHORT SUBJECT (Live Action),FALSE,Journey into Spring
1958,SHORT SUBJECT (Live Action),FALSE,The Kiss
1958,SHORT SUBJECT (Live Action),FALSE,Snows of Aorangi
1958,SHORT SUBJECT (Live Action),FALSE,T Is for Tumbleweed
1958,SOUND,FALSE,I Want to Live!
1958,SOUND,TRUE,South Pacific
1958,SOUND,FALSE,A Time to Love and a Time to Die
1958,SOUND,FALSE,Vertigo
1958,SOUND,FALSE,The Young Lions
1958,SPECIAL EFFECTS,TRUE,tom thumb
1958,SPECIAL EFFECTS,FALSE,Torpedo Run
1958,WRITING (Screenplay--based on material from another medium),FALSE,Cat on a Hot Tin Roof
1958,WRITING (Screenplay--based on material from another medium),TRUE,Gigi
1958,WRITING (Screenplay--based on material from another medium),FALSE,The Horse's Mouth
1958,WRITING (Screenplay--based on material from another medium),FALSE,I Want to Live!
1958,WRITING (Screenplay--based on material from another medium),FALSE,Separate Tables
1958,WRITING (Story and Screenplay--written directly for the screen),TRUE,The Defiant Ones
1958,WRITING (Story and Screenplay--written directly for the screen),FALSE,The Goddess
1958,WRITING (Story and Screenplay--written directly for the screen),FALSE,Houseboat
1958,WRITING (Story and Screenplay--written directly for the screen),FALSE,The Sheepman
1958,WRITING (Story and Screenplay--written directly for the screen),FALSE,Teacher's Pet
1958,HONORARY AWARD,TRUE,To Maurice Chevalier for his contributions to the world of entertainment for more than half a century.
1958,IRVING G. THALBERG MEMORIAL AWARD,TRUE,Jack L. Warner
1958,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,"To DON W. PRIDEAUX, LEROY G. LEIGHTON and the LAMP DIVISION OF GENERAL ELECTRIC CO. for the development and production of an improved 10 kilowatt lamp for motion picture set lighting."
1958,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,"To PANAVISION, INC., for the design and development of the Auto Panatar anamorphic photographic lens for 35mm CinemaScope photography."
1958,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,"To WILLY BORBERG of the General Precision Laboratory, Inc., for the development of a high speed intermittent movement for 35mm motion picture theatre projection equipment."
1958,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,"To FRED PONEDEL, GEORGE BROWN and CONRAD BOYE of the Warner Bros. Special Effects Department for the design and fabrication of a new rapid fire marble gun."
1959,ACTOR,FALSE,Laurence Harvey
1959,ACTOR,TRUE,Charlton Heston
1959,ACTOR,FALSE,Jack Lemmon
1959,ACTOR,FALSE,Paul Muni
1959,ACTOR,FALSE,James Stewart
1959,ACTOR IN A SUPPORTING ROLE,TRUE,Hugh Griffith
1959,ACTOR IN A SUPPORTING ROLE,FALSE,Arthur O'Connell
1959,ACTOR IN A SUPPORTING ROLE,FALSE,George C. Scott
1959,ACTOR IN A SUPPORTING ROLE,FALSE,Robert Vaughn
1959,ACTOR IN A SUPPORTING ROLE,FALSE,Ed Wynn
1959,ACTRESS,FALSE,Doris Day
1959,ACTRESS,FALSE,Audrey Hepburn
1959,ACTRESS,FALSE,Katharine Hepburn
1959,ACTRESS,TRUE,Simone Signoret
1959,ACTRESS,FALSE,Elizabeth Taylor
1959,ACTRESS IN A SUPPORTING ROLE,FALSE,Hermione Baddeley
1959,ACTRESS IN A SUPPORTING ROLE,FALSE,Susan Kohner
1959,ACTRESS IN A SUPPORTING ROLE,FALSE,Juanita Moore
1959,ACTRESS IN A SUPPORTING ROLE,FALSE,Thelma Ritter
1959,ACTRESS IN A SUPPORTING ROLE,TRUE,Shelley Winters
1959,ART DIRECTION (Black-and-White),FALSE,Career
1959,ART DIRECTION (Black-and-White),TRUE,The Diary of Anne Frank
1959,ART DIRECTION (Black-and-White),FALSE,The Last Angry Man
1959,ART DIRECTION (Black-and-White),FALSE,Some Like It Hot
1959,ART DIRECTION (Black-and-White),FALSE,"Suddenly, Last Summer"
1959,ART DIRECTION (Color),TRUE,Ben-Hur
1959,ART DIRECTION (Color),FALSE,The Big Fisherman
1959,ART DIRECTION (Color),FALSE,Journey to the Center of the Earth
1959,ART DIRECTION (Color),FALSE,North by Northwest
1959,ART DIRECTION (Color),FALSE,Pillow Talk
1959,CINEMATOGRAPHY (Black-and-White),FALSE,Anatomy of a Murder
1959,CINEMATOGRAPHY (Black-and-White),FALSE,Career
1959,CINEMATOGRAPHY (Black-and-White),TRUE,The Diary of Anne Frank
1959,CINEMATOGRAPHY (Black-and-White),FALSE,Some Like It Hot
1959,CINEMATOGRAPHY (Black-and-White),FALSE,The Young Philadelphians
1959,CINEMATOGRAPHY (Color),TRUE,Ben-Hur
1959,CINEMATOGRAPHY (Color),FALSE,The Big Fisherman
1959,CINEMATOGRAPHY (Color),FALSE,The Five Pennies
1959,CINEMATOGRAPHY (Color),FALSE,The Nun's Story
1959,CINEMATOGRAPHY (Color),FALSE,Porgy and Bess
1959,COSTUME DESIGN (Black-and-White),FALSE,Career
1959,COSTUME DESIGN (Black-and-White),FALSE,The Diary of Anne Frank
1959,COSTUME DESIGN (Black-and-White),FALSE,The Gazebo
1959,COSTUME DESIGN (Black-and-White),TRUE,Some Like It Hot
1959,COSTUME DESIGN (Black-and-White),FALSE,The Young Philadelphians
1959,COSTUME DESIGN (Color),TRUE,Ben-Hur
1959,COSTUME DESIGN (Color),FALSE,The Best of Everything
1959,COSTUME DESIGN (Color),FALSE,The Big Fisherman
1959,COSTUME DESIGN (Color),FALSE,The Five Pennies
1959,COSTUME DESIGN (Color),FALSE,Porgy and Bess
1959,DIRECTING,TRUE,Ben-Hur
1959,DIRECTING,FALSE,The Diary of Anne Frank
1959,DIRECTING,FALSE,The Nun's Story
1959,DIRECTING,FALSE,Room at the Top
1959,DIRECTING,FALSE,Some Like It Hot
1959,DOCUMENTARY (Feature),FALSE,The Race for Space
1959,DOCUMENTARY (Feature),TRUE,Serengeti Shall Not Die
1959,DOCUMENTARY (Short Subject),FALSE,Donald in Mathmagic Land
1959,DOCUMENTARY (Short Subject),FALSE,From Generation to Generation
1959,DOCUMENTARY (Short Subject),TRUE,Glass
1959,FILM EDITING,FALSE,Anatomy of a Murder
1959,FILM EDITING,TRUE,Ben-Hur
1959,FILM EDITING,FALSE,North by Northwest
1959,FILM EDITING,FALSE,The Nun's Story
1959,FILM EDITING,FALSE,On the Beach
1959,FOREIGN LANGUAGE FILM,TRUE,Black Orpheus
1959,FOREIGN LANGUAGE FILM,FALSE,The Bridge
1959,FOREIGN LANGUAGE FILM,FALSE,The Great War
1959,FOREIGN LANGUAGE FILM,FALSE,Paw
1959,FOREIGN LANGUAGE FILM,FALSE,The Village on the River
1959,MUSIC (Music Score of a Dramatic or Comedy Picture),TRUE,Ben-Hur
1959,MUSIC (Music Score of a Dramatic or Comedy Picture),FALSE,The Diary of Anne Frank
1959,MUSIC (Music Score of a Dramatic or Comedy Picture),FALSE,The Nun's Story
1959,MUSIC (Music Score of a Dramatic or Comedy Picture),FALSE,On the Beach
1959,MUSIC (Music Score of a Dramatic or Comedy Picture),FALSE,Pillow Talk
1959,MUSIC (Scoring of a Musical Picture),FALSE,The Five Pennies
1959,MUSIC (Scoring of a Musical Picture),FALSE,Li'l Abner
1959,MUSIC (Scoring of a Musical Picture),TRUE,Porgy and Bess
1959,MUSIC (Scoring of a Musical Picture),FALSE,Say One for Me
1959,MUSIC (Scoring of a Musical Picture),FALSE,Sleeping Beauty
1959,MUSIC (Song),FALSE,The Best of Everything
1959,MUSIC (Song),FALSE,The Five Pennies
1959,MUSIC (Song),FALSE,The Hanging Tree
1959,MUSIC (Song),TRUE,A Hole in the Head
1959,MUSIC (Song),FALSE,The Young Land
1959,BEST MOTION PICTURE,FALSE,Anatomy of a Murder
1959,BEST MOTION PICTURE,TRUE,Ben-Hur
1959,BEST MOTION PICTURE,FALSE,The Diary of Anne Frank
1959,BEST MOTION PICTURE,FALSE,The Nun's Story
1959,BEST MOTION PICTURE,FALSE,Room at the Top
1959,SHORT SUBJECT (Cartoon),FALSE,Mexicali Shmoes
1959,SHORT SUBJECT (Cartoon),TRUE,Moonbird
1959,SHORT SUBJECT (Cartoon),FALSE,Noah's Ark
1959,SHORT SUBJECT (Cartoon),FALSE,The Violinist
1959,SHORT SUBJECT (Live Action),FALSE,Between the Tides
1959,SHORT SUBJECT (Live Action),TRUE,The Golden Fish
1959,SHORT SUBJECT (Live Action),FALSE,Mysteries of the Deep
1959,SHORT SUBJECT (Live Action),FALSE,"The Running, Jumping and Standing-Still Film"
1959,SHORT SUBJECT (Live Action),FALSE,Skyscraper
1959,SOUND,TRUE,Ben-Hur
1959,SOUND,FALSE,Journey to the Center of the Earth
1959,SOUND,FALSE,Libel!
1959,SOUND,FALSE,The Nun's Story
1959,SOUND,FALSE,Porgy and Bess
1959,SPECIAL EFFECTS,TRUE,Ben-Hur
1959,SPECIAL EFFECTS,FALSE,Journey to the Center of the Earth
1959,WRITING (Screenplay--based on material from another medium),FALSE,Anatomy of a Murder
1959,WRITING (Screenplay--based on material from another medium),FALSE,Ben-Hur
1959,WRITING (Screenplay--based on material from another medium),FALSE,The Nun's Story
1959,WRITING (Screenplay--based on material from another medium),TRUE,Room at the Top
1959,WRITING (Screenplay--based on material from another medium),FALSE,Some Like It Hot
1959,WRITING (Story and Screenplay--written directly for the screen),FALSE,The 400 Blows
1959,WRITING (Story and Screenplay--written directly for the screen),FALSE,North by Northwest
1959,WRITING (Story and Screenplay--written directly for the screen),FALSE,Operation Petticoat
1959,WRITING (Story and Screenplay--written directly for the screen),TRUE,Pillow Talk
1959,WRITING (Story and Screenplay--written directly for the screen),FALSE,Wild Strawberries
1959,JEAN HERSHOLT HUMANITARIAN AWARD,TRUE,Bob Hope
1959,HONORARY AWARD,TRUE,To Lee De Forest for his pioneering inventions which brought sound to the motion picture.
1959,HONORARY AWARD,TRUE,To Buster Keaton for his unique talents which brought immortal comedies to the screen.
1959,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,"To DOUGLAS G. SHEARER of Metro-Goldwyn-Mayer, Inc., and ROBERT E. GOTTSCHALK and JOHN R. MOORE of Panavision, Inc., for the development of a system of producing and exhibiting wide-film motion pictures known as Camera 65."
1959,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,"To WADSWORTH E. POHL, WILLIAM EVANS, WERNER HOPF, S.E. HOWSE, THOMAS P. DIXON, STANFORD RESEARCH INSTITUTE and TECHNICOLOR CORP., for the design and development of the Technicolor Electronic Printing Timer."
1959,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,"To WADSWORTH E. POHL, JACK ALFORD, HENRY IMUS, JOSEPH SCHMIT, PAUL FASSNACHT, AL LOFQUIST and TECHNICOLOR CORP., for the development and practical application of equipment for wet printing."
1959,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,"To DR. HOWARD S. COLEMAN, DR. A. FRANCIS TURNER, HAROLD H. SCHROEDER, JAMES R. BENFORD and HAROLD E. ROSENBERGER of the Bausch & Lomb Optical Co. for the design and development of the Balcold Projection Mirror."
1959,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,"To ROBERT P. GUTTERMAN of General Kinetics, Inc., and LIPSNER-SMITH CORP. for the design and development of the CF-2 Ultra-sonic Film Cleaner."
1959,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To UB IWERKS of Walt Disney Prods. for the design of an improved optical printer for special effects and matte shots.
1959,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,"To E.L. STONES, GLEN ROBINSON, WINFIELD HUBBARD and LUTHER NEWMAN of the Metro-Goldwyn-Mayer Studio Construction Department for the design of a multiple cable remote controlled winch."
1960,ACTOR,FALSE,Trevor Howard
1960,ACTOR,TRUE,Burt Lancaster
1960,ACTOR,FALSE,Jack Lemmon
1960,ACTOR,FALSE,Laurence Olivier
1960,ACTOR,FALSE,Spencer Tracy
1960,ACTOR IN A SUPPORTING ROLE,FALSE,Peter Falk
1960,ACTOR IN A SUPPORTING ROLE,FALSE,Jack Kruschen
1960,ACTOR IN A SUPPORTING ROLE,FALSE,Sal Mineo
1960,ACTOR IN A SUPPORTING ROLE,TRUE,Peter Ustinov
1960,ACTOR IN A SUPPORTING ROLE,FALSE,Chill Wills
1960,ACTRESS,FALSE,Greer Garson
1960,ACTRESS,FALSE,Deborah Kerr
1960,ACTRESS,FALSE,Shirley MacLaine
1960,ACTRESS,FALSE,Melina Mercouri
1960,ACTRESS,TRUE,Elizabeth Taylor
1960,ACTRESS IN A SUPPORTING ROLE,FALSE,Glynis Johns
1960,ACTRESS IN A SUPPORTING ROLE,TRUE,Shirley Jones
1960,ACTRESS IN A SUPPORTING ROLE,FALSE,Shirley Knight
1960,ACTRESS IN A SUPPORTING ROLE,FALSE,Janet Leigh
1960,ACTRESS IN A SUPPORTING ROLE,FALSE,Mary Ure
